Energy_Source,Municipality,Month,Day_Type,Hour,Value
Solar_C1_Agriculture,Torino,Aug,Weekday,3,0
Solar_C1_Agriculture,Torino,Aug,Weekday,4,0
Solar_C1_Agriculture,Torino,Aug,Weekday,5,0
Solar_C1_Agriculture,Torino,Aug,Weekday,6,4302.367106
Solar_C1_Agriculture,Torino,Aug,Weekday,7,13573.47809
Solar_C1_Agriculture,Torino,Aug,Weekday,8,20481.825852
Solar_C1_Agriculture,Torino,Aug,Weekday,9,32317.233013
Solar_C1_Agriculture,Torino,Aug,Weekday,10,41068.004513
Solar_C1_Agriculture,Torino,Aug,Weekday,11,46421.479935
Solar_C1_Agriculture,Torino,Aug,Weekday,12,48198.426841
Solar_C1_Agriculture,Torino,Aug,Weekday,13,44104.704546
Solar_C1_Agriculture,Torino,Aug,Weekday,14,36429.734362
Solar_C1_Agriculture,Torino,Aug,Weekday,15,34854.108245
Solar_C1_Agriculture,Torino,Aug,Weekday,16,25348.610773
Solar_C1_Agriculture,Torino,Aug,Weekday,17,15203.293746
Solar_C1_Agriculture,Torino,Aug,Weekday,18,8582.655795
Solar_C1_Agriculture,Torino,Aug,Weekday,19,2122.042476
Solar_C1_Agriculture,Torino,Aug,Weekday,20,0
Solar_C1_Agriculture,Torino,Aug,Weekday,21,0
Solar_C1_Agriculture,Torino,Aug,Weekday,22,0
Solar_C1_Agriculture,Torino,Aug,Weekday,23,0
Solar_C1_Agriculture,Torino,Aug,Weekday,24,0
Solar_C1_Agriculture,Torino,Aug,Weekend,1,0
Solar_C1_Agriculture,Torino,Aug,Weekend,2,0
Solar_C1_Agriculture,Torino,Aug,Weekend,3,0
Solar_C1_Agriculture,Torino,Aug,Weekend,4,0
Solar_C1_Agriculture,Torino,Aug,Weekend,5,0
Solar_C1_Agriculture,Torino,Aug,Weekend,6,4302.367106
Solar_C1_Agriculture,Torino,Aug,Weekend,7,13573.47809
Solar_C1_Agriculture,Torino,Aug,Weekend,8,20481.825852
Solar_C1_Agriculture,Torino,Aug,Weekend,9,32317.233013
Solar_C1_Agriculture,Torino,Aug,Weekend,10,41068.004513
Solar_C1_Agriculture,Torino,Aug,Weekend,11,46421.479935
Solar_C1_Agriculture,Torino,Aug,Weekend,12,48198.426841
Solar_C1_Agriculture,Torino,Aug,Weekend,13,44104.704546
Solar_C1_Agriculture,Torino,Aug,Weekend,14,36429.734362
Solar_C1_Agriculture,Torino,Aug,Weekend,15,34854.108245
Solar_C1_Agriculture,Torino,Aug,Weekend,16,25348.610773
Solar_C1_Agriculture,Torino,Aug,Weekend,17,15203.293746
Solar_C1_Agriculture,Torino,Aug,Weekend,18,8582.655795
Solar_C1_Agriculture,Torino,Aug,Weekend,19,2122.042476
Solar_C1_Agriculture,Torino,Aug,Weekend,20,0
Solar_C1_Agriculture,Torino,Aug,Weekend,21,0
Solar_C1_Agriculture,Torino,Aug,Weekend,22,0
Solar_C1_Agriculture,Torino,Aug,Weekend,23,0
Solar_C1_Agriculture,Torino,Aug,Weekend,24,0
Solar_C1_Agriculture,Torino,Sep,Weekday,1,0
Solar_C1_Agriculture,Torino,Sep,Weekday,2,0
Solar_C1_Agriculture,Torino,Sep,Weekday,3,0
Solar_C1_Agriculture,Torino,Sep,Weekday,4,0
Solar_C1_Agriculture,Torino,Sep,Weekday,5,0
Solar_C1_Agriculture,Torino,Sep,Weekday,6,0.0
Solar_C1_Agriculture,Torino,Sep,Weekday,7,5722.548861
Solar_C1_Agriculture,Torino,Sep,Weekday,8,13577.623734
Solar_C1_Agriculture,Torino,Sep,Weekday,9,20672.936522
Solar_C1_Agriculture,Torino,Sep,Weekday,10,24726.703589
Solar_C1_Agriculture,Torino,Sep,Weekday,11,29030.719733000005
Solar_C1_Agriculture,Torino,Sep,Weekday,12,34551.239226
Solar_C1_Agriculture,Torino,Sep,Weekday,13,33397.489203
Solar_C1_Agriculture,Torino,Sep,Weekday,14,30014.604227
Solar_C1_Agriculture,Torino,Sep,Weekday,15,23400.515006
Solar_C1_Agriculture,Torino,Sep,Weekday,16,16140.077441
Solar_C1_Agriculture,Torino,Sep,Weekday,17,8753.838993
Solar_C1_Agriculture,Torino,Sep,Weekday,18,1723.508651
Solar_C1_Agriculture,Torino,Sep,Weekday,19,0
Solar_C1_Agriculture,Torino,Sep,Weekday,20,0
Solar_C1_Agriculture,Torino,Sep,Weekday,21,0
Solar_C1_Agriculture,Torino,Sep,Weekday,22,0
Solar_C1_Agriculture,Torino,Sep,Weekday,23,0
Solar_C1_Agriculture,Torino,Sep,Weekday,24,0
Solar_C1_Agriculture,Torino,Sep,Weekend,1,0
Solar_C1_Agriculture,Torino,Sep,Weekend,2,0
Solar_C1_Agriculture,Torino,Sep,Weekend,3,0
Solar_C1_Agriculture,Torino,Sep,Weekend,4,0
Solar_C1_Agriculture,Torino,Sep,Weekend,5,0
Solar_C1_Agriculture,Torino,Sep,Weekend,6,0.0
Solar_C1_Agriculture,Torino,Sep,Weekend,7,5722.548861
Solar_C1_Agriculture,Torino,Sep,Weekend,8,13577.623734
Solar_C1_Agriculture,Torino,Sep,Weekend,9,20672.936522
Solar_C1_Agriculture,Torino,Sep,Weekend,10,24726.703589
Solar_C1_Agriculture,Torino,Sep,Weekend,11,29030.719733000005
Solar_C1_Agriculture,Torino,Sep,Weekend,12,34551.239226
Solar_C1_Agriculture,Torino,Sep,Weekend,13,33397.489203
Solar_C1_Agriculture,Torino,Sep,Weekend,14,30014.604227
Solar_C1_Agriculture,Torino,Sep,Weekend,15,23400.515006
Solar_C1_Agriculture,Torino,Sep,Weekend,16,16140.077441
Solar_C1_Agriculture,Torino,Sep,Weekend,17,8753.838993
Solar_C1_Agriculture,Torino,Sep,Weekend,18,1723.508651
Solar_C1_Agriculture,Torino,Sep,Weekend,19,0
Solar_C1_Agriculture,Torino,Sep,Weekend,20,0
Solar_C1_Agriculture,Torino,Sep,Weekend,21,0
Solar_C1_Agriculture,Torino,Sep,Weekend,22,0
Solar_C1_Agriculture,Torino,Sep,Weekend,23,0
Solar_C1_Agriculture,Torino,Sep,Weekend,24,0
Solar_C1_Agriculture,Torino,Oct,Weekday,1,0
Solar_C1_Agriculture,Torino,Oct,Weekday,2,0
Solar_C1_Agriculture,Torino,Oct,Weekday,3,0
Solar_C1_Agriculture,Torino,Oct,Weekday,4,0
Solar_C1_Agriculture,Torino,Oct,Weekday,5,0
Solar_C1_Agriculture,Torino,Oct,Weekday,6,0
Solar_C1_Agriculture,Torino,Oct,Weekday,7,198.299316
Solar_C1_Agriculture,Torino,Oct,Weekday,8,6004.995695
Solar_C1_Agriculture,Torino,Oct,Weekday,9,8373.811638
Solar_C1_Agriculture,Torino,Oct,Weekday,10,13016.395543
Solar_C1_Agriculture,Torino,Oct,Weekday,11,14369.100567000001
Solar_C1_Agriculture,Torino,Oct,Weekday,12,18164.823389
Solar_C1_Agriculture,Torino,Oct,Weekday,13,17070.129113
Solar_C1_Agriculture,Torino,Oct,Weekday,14,13834.213941
Solar_C1_Agriculture,Torino,Oct,Weekday,15,10354.675069
Solar_C1_Agriculture,Torino,Oct,Weekday,16,5241.355156999999
Solar_C1_Agriculture,Torino,Oct,Weekday,17,636.224667
Solar_C1_Agriculture,Torino,Oct,Weekday,18,0
Solar_C1_Agriculture,Torino,Oct,Weekday,19,0
Solar_C1_Agriculture,Torino,Oct,Weekday,20,0
Solar_C1_Agriculture,Torino,Oct,Weekday,21,0
Solar_C1_Agriculture,Torino,Oct,Weekday,22,0
Solar_C1_Agriculture,Torino,Oct,Weekday,23,0
Solar_C1_Agriculture,Torino,Oct,Weekday,24,0
Solar_C1_Agriculture,Torino,Oct,Weekend,1,0
Solar_C1_Agriculture,Torino,Oct,Weekend,2,0
Solar_C1_Agriculture,Torino,Oct,Weekend,3,0
Solar_C1_Agriculture,Torino,Oct,Weekend,4,0
Solar_C1_Agriculture,Torino,Oct,Weekend,5,0
Solar_C1_Agriculture,Torino,Oct,Weekend,6,0
Solar_C1_Agriculture,Torino,Oct,Weekend,7,198.299316
Solar_C1_Agriculture,Torino,Oct,Weekend,8,6004.995695
Solar_C1_Agriculture,Torino,Oct,Weekend,9,8373.811638
Solar_C1_Agriculture,Torino,Oct,Weekend,10,13016.395543
Solar_C1_Agriculture,Torino,Oct,Weekend,11,14369.100567000001
Solar_C1_Agriculture,Torino,Oct,Weekend,12,18164.823389
Solar_C1_Agriculture,Torino,Oct,Weekend,13,17070.129113
Solar_C1_Agriculture,Torino,Oct,Weekend,14,13834.213941
Solar_C1_Agriculture,Torino,Oct,Weekend,15,10354.675069
Solar_C1_Agriculture,Torino,Oct,Weekend,16,5241.355156999999
Solar_C1_Agriculture,Torino,Oct,Weekend,17,636.224667
Solar_C1_Agriculture,Torino,Oct,Weekend,18,0
Solar_C1_Agriculture,Torino,Oct,Weekend,19,0
Solar_C1_Agriculture,Torino,Oct,Weekend,20,0
Solar_C1_Agriculture,Torino,Oct,Weekend,21,0
Solar_C1_Agriculture,Torino,Oct,Weekend,22,0
Solar_C1_Agriculture,Torino,Oct,Weekend,23,0
Solar_C1_Agriculture,Torino,Oct,Weekend,24,0
Solar_C1_Agriculture,Torino,Nov,Weekday,1,0
Solar_C1_Agriculture,Torino,Nov,Weekday,2,0
Solar_C1_Agriculture,Torino,Nov,Weekday,3,0
Solar_C1_Agriculture,Torino,Nov,Weekday,4,0
Solar_C1_Agriculture,Torino,Nov,Weekday,5,0
Solar_C1_Agriculture,Torino,Nov,Weekday,6,0
Solar_C1_Agriculture,Torino,Nov,Weekday,7,0.0
Solar_C1_Agriculture,Torino,Nov,Weekday,8,1158.394333
Solar_C1_Agriculture,Torino,Nov,Weekday,9,2191.184922
Solar_C1_Agriculture,Torino,Nov,Weekday,10,2414.910306
Solar_C1_Agriculture,Torino,Nov,Weekday,11,3274.661015
Solar_C1_Agriculture,Torino,Nov,Weekday,12,3591.748096
Solar_C1_Agriculture,Torino,Nov,Weekday,13,3114.48854
Solar_C1_Agriculture,Torino,Nov,Weekday,14,2952.975497
Solar_C1_Agriculture,Torino,Nov,Weekday,15,2071.549101
Solar_C1_Agriculture,Torino,Nov,Weekday,16,869.860194
Solar_C1_Agriculture,Torino,Nov,Weekday,17,0
Solar_C1_Agriculture,Torino,Nov,Weekday,18,0
Solar_C1_Agriculture,Torino,Nov,Weekday,19,0
Solar_C1_Agriculture,Torino,Nov,Weekday,20,0
Solar_C1_Agriculture,Torino,Nov,Weekday,21,0
Solar_C1_Agriculture,Torino,Nov,Weekday,22,0
Solar_C1_Agriculture,Torino,Nov,Weekday,23,0
Solar_C1_Agriculture,Torino,Nov,Weekday,24,0
Solar_C1_Agriculture,Torino,Nov,Weekend,1,0
Solar_C1_Agriculture,Torino,Nov,Weekend,2,0
Solar_C1_Agriculture,Torino,Nov,Weekend,3,0
Solar_C1_Agriculture,Torino,Nov,Weekend,4,0
Solar_C1_Agriculture,Torino,Nov,Weekend,5,0
Solar_C1_Agriculture,Torino,Nov,Weekend,6,0
Solar_C1_Agriculture,Torino,Nov,Weekend,7,0.0
Solar_C1_Agriculture,Torino,Nov,Weekend,8,1158.394333
Solar_C1_Agriculture,Torino,Nov,Weekend,9,2191.184922
Solar_C1_Agriculture,Torino,Nov,Weekend,10,2414.910306
Solar_C1_Agriculture,Torino,Nov,Weekend,11,3274.661015
Solar_C1_Agriculture,Torino,Nov,Weekend,12,3591.748096
Solar_C1_Agriculture,Torino,Nov,Weekend,13,3114.48854
Solar_C1_Agriculture,Torino,Nov,Weekend,14,2952.975497
Solar_C1_Agriculture,Torino,Nov,Weekend,15,2071.549101
Solar_C1_Agriculture,Torino,Nov,Weekend,16,869.860194
Solar_C1_Agriculture,Torino,Nov,Weekend,17,0
Solar_C1_Agriculture,Torino,Nov,Weekend,18,0
Solar_C1_Agriculture,Torino,Nov,Weekend,19,0
Solar_C1_Agriculture,Torino,Nov,Weekend,20,0
Solar_C1_Agriculture,Torino,Nov,Weekend,21,0
Solar_C1_Agriculture,Torino,Nov,Weekend,22,0
Solar_C1_Agriculture,Torino,Nov,Weekend,23,0
Solar_C1_Agriculture,Torino,Nov,Weekend,24,0
Solar_C1_Agriculture,Torino,Dec,Weekday,1,0
Solar_C1_Agriculture,Torino,Dec,Weekday,2,0
Solar_C1_Agriculture,Torino,Dec,Weekday,3,0
Solar_C1_Agriculture,Torino,Dec,Weekday,4,0
Solar_C1_Agriculture,Torino,Dec,Weekday,5,0
Solar_C1_Agriculture,Torino,Dec,Weekday,6,0
Solar_C1_Agriculture,Torino,Dec,Weekday,7,0
Solar_C1_Agriculture,Torino,Dec,Weekday,8,0.0
Solar_C1_Agriculture,Torino,Dec,Weekday,9,110.265007
Solar_C1_Agriculture,Torino,Dec,Weekday,10,158.133536
Solar_C1_Agriculture,Torino,Dec,Weekday,11,301.824294
Solar_C1_Agriculture,Torino,Dec,Weekday,12,506.009631
Solar_C1_Agriculture,Torino,Dec,Weekday,13,363.880992
Solar_C1_Agriculture,Torino,Dec,Weekday,14,390.7868
Solar_C1_Agriculture,Torino,Dec,Weekday,15,286.65951
Solar_C1_Agriculture,Torino,Dec,Weekday,16,76.251341
Solar_C1_Agriculture,Torino,Dec,Weekday,17,0
Solar_C1_Agriculture,Torino,Dec,Weekday,18,0
Solar_C1_Agriculture,Torino,Dec,Weekday,19,0
Solar_C1_Agriculture,Torino,Dec,Weekday,20,0
Solar_C1_Agriculture,Torino,Dec,Weekday,21,0
Solar_C1_Agriculture,Torino,Dec,Weekday,22,0
Solar_C1_Agriculture,Torino,Dec,Weekday,23,0
Solar_C1_Agriculture,Torino,Dec,Weekday,24,0
Solar_C1_Agriculture,Torino,Dec,Weekend,1,0
Solar_C1_Agriculture,Torino,Dec,Weekend,2,0
Solar_C1_Agriculture,Torino,Dec,Weekend,3,0
Solar_C1_Agriculture,Torino,Dec,Weekend,4,0
Solar_C1_Agriculture,Torino,Dec,Weekend,5,0
Solar_C1_Agriculture,Torino,Dec,Weekend,6,0
Solar_C1_Agriculture,Torino,Dec,Weekend,7,0
Solar_C1_Agriculture,Torino,Dec,Weekend,8,0.0
Solar_C1_Agriculture,Torino,Dec,Weekend,9,110.265007
Solar_C1_Agriculture,Torino,Dec,Weekend,10,158.133536
Solar_C1_Agriculture,Torino,Dec,Weekend,11,301.824294
Solar_C1_Agriculture,Torino,Dec,Weekend,12,506.009631
Solar_C1_Agriculture,Torino,Dec,Weekend,13,363.880992
Solar_C1_Agriculture,Torino,Dec,Weekend,14,390.7868
Solar_C1_Agriculture,Torino,Dec,Weekend,15,286.65951
Solar_C1_Agriculture,Torino,Dec,Weekend,16,76.251341
Solar_C1_Agriculture,Torino,Dec,Weekend,17,0
Solar_C1_Agriculture,Torino,Dec,Weekend,18,0
Solar_C1_Agriculture,Torino,Dec,Weekend,19,0
Solar_C1_Agriculture,Torino,Dec,Weekend,20,0
Solar_C1_Agriculture,Torino,Dec,Weekend,21,0
Solar_C1_Agriculture,Torino,Dec,Weekend,22,0
Solar_C1_Agriculture,Torino,Dec,Weekend,23,0
Solar_C1_Agriculture,Torino,Dec,Weekend,24,0
Solar_C1_Industrial,Agliè,Jan,Weekday,1,0
Solar_C1_Industrial,Agliè,Jan,Weekday,2,0
Solar_C1_Industrial,Agliè,Jan,Weekday,3,0
Solar_C1_Industrial,Agliè,Jan,Weekday,4,0
Solar_C1_Industrial,Agliè,Jan,Weekday,5,0
Solar_C1_Industrial,Agliè,Jan,Weekday,6,0
Solar_C1_Industrial,Agliè,Jan,Weekday,7,0
Solar_C1_Industrial,Agliè,Jan,Weekday,8,0
Solar_C1_Industrial,Agliè,Jan,Weekday,9,0.0
Solar_C1_Industrial,Agliè,Jan,Weekday,10,0.0
Solar_C1_Industrial,Agliè,Jan,Weekday,11,0.0
Solar_C1_Industrial,Agliè,Jan,Weekday,12,0.0
Solar_C1_Industrial,Agliè,Jan,Weekday,13,0.0
Solar_C1_Industrial,Agliè,Jan,Weekday,14,0.0
Solar_C1_Industrial,Agliè,Jan,Weekday,15,0.0
Solar_C1_Industrial,Agliè,Jan,Weekday,16,0.0
Solar_C1_Industrial,Agliè,Jan,Weekday,17,0
Solar_C1_Industrial,Agliè,Jan,Weekday,18,0
Solar_C1_Industrial,Agliè,Jan,Weekday,19,0
Solar_C1_Industrial,Agliè,Jan,Weekday,20,0
Solar_C1_Industrial,Agliè,Jan,Weekday,21,0
Solar_C1_Industrial,Agliè,Jan,Weekday,22,0
Solar_C1_Industrial,Agliè,Jan,Weekday,23,0
Solar_C1_Industrial,Agliè,Jan,Weekday,24,0
Solar_C1_Industrial,Agliè,Jan,Weekend,1,0
Solar_C1_Industrial,Agliè,Jan,Weekend,2,0
Solar_C1_Industrial,Agliè,Jan,Weekend,3,0
Solar_C1_Industrial,Agliè,Jan,Weekend,4,0
Solar_C1_Industrial,Agliè,Jan,Weekend,5,0
Solar_C1_Industrial,Agliè,Jan,Weekend,6,0
Solar_C1_Industrial,Agliè,Jan,Weekend,7,0
Solar_C1_Industrial,Agliè,Jan,Weekend,8,0
Solar_C1_Industrial,Agliè,Jan,Weekend,9,0.0
Solar_C1_Industrial,Agliè,Jan,Weekend,10,0.0
Solar_C1_Industrial,Agliè,Jan,Weekend,11,0.0
Solar_C1_Industrial,Agliè,Jan,Weekend,12,0.0
Solar_C1_Industrial,Agliè,Jan,Weekend,13,0.0
Solar_C1_Industrial,Agliè,Jan,Weekend,14,0.0
Solar_C1_Industrial,Agliè,Jan,Weekend,15,0.0
Solar_C1_Industrial,Agliè,Jan,Weekend,16,0.0
Solar_C1_Industrial,Agliè,Jan,Weekend,17,0
Solar_C1_Industrial,Agliè,Jan,Weekend,18,0
Solar_C1_Industrial,Agliè,Jan,Weekend,19,0
Solar_C1_Industrial,Agliè,Jan,Weekend,20,0
Solar_C1_Industrial,Agliè,Jan,Weekend,21,0
Solar_C1_Industrial,Agliè,Jan,Weekend,22,0
Solar_C1_Industrial,Agliè,Jan,Weekend,23,0
Solar_C1_Industrial,Agliè,Jan,Weekend,24,0
Solar_C1_Industrial,Agliè,Feb,Weekday,1,0
Solar_C1_Industrial,Agliè,Feb,Weekday,2,0
Solar_C1_Industrial,Agliè,Feb,Weekday,3,0
Solar_C1_Industrial,Agliè,Feb,Weekday,4,0
Solar_C1_Industrial,Agliè,Feb,Weekday,5,0
Solar_C1_Industrial,Agliè,Feb,Weekday,6,0
Solar_C1_Industrial,Agliè,Feb,Weekday,7,0
Solar_C1_Industrial,Agliè,Feb,Weekday,8,0.0
Solar_C1_Industrial,Agliè,Feb,Weekday,9,0.0
Solar_C1_Industrial,Agliè,Feb,Weekday,10,0.0
Solar_C1_Industrial,Agliè,Feb,Weekday,11,0.0
Solar_C1_Industrial,Agliè,Feb,Weekday,12,0.0
Solar_C1_Industrial,Agliè,Feb,Weekday,13,0.0
Solar_C1_Industrial,Agliè,Feb,Weekday,14,0.0
Solar_C1_Industrial,Agliè,Feb,Weekday,15,0.0
Solar_C1_Industrial,Agliè,Feb,Weekday,16,0.0
Solar_C1_Industrial,Agliè,Feb,Weekday,17,0.0
Solar_C1_Industrial,Agliè,Feb,Weekday,18,0
Solar_C1_Industrial,Agliè,Feb,Weekday,19,0
Solar_C1_Industrial,Agliè,Feb,Weekday,20,0
Solar_C1_Industrial,Agliè,Feb,Weekday,21,0
Solar_C1_Industrial,Agliè,Feb,Weekday,22,0
Solar_C1_Industrial,Agliè,Feb,Weekday,23,0
Solar_C1_Industrial,Agliè,Feb,Weekday,24,0
Solar_C1_Industrial,Agliè,Feb,Weekend,1,0
Solar_C1_Industrial,Agliè,Feb,Weekend,2,0
Solar_C1_Industrial,Agliè,Feb,Weekend,3,0
Solar_C1_Industrial,Agliè,Feb,Weekend,4,0
Solar_C1_Industrial,Agliè,Feb,Weekend,5,0
Solar_C1_Industrial,Agliè,Feb,Weekend,6,0
Solar_C1_Industrial,Agliè,Feb,Weekend,7,0
Solar_C1_Industrial,Agliè,Feb,Weekend,8,0.0
Solar_C1_Industrial,Agliè,Feb,Weekend,9,0.0
Solar_C1_Industrial,Agliè,Feb,Weekend,10,0.0
Solar_C1_Industrial,Agliè,Feb,Weekend,11,0.0
Solar_C1_Industrial,Agliè,Feb,Weekend,12,0.0
Solar_C1_Industrial,Agliè,Feb,Weekend,13,0.0
Solar_C1_Industrial,Agliè,Feb,Weekend,14,0.0
Solar_C1_Industrial,Agliè,Feb,Weekend,15,0.0
Solar_C1_Industrial,Agliè,Feb,Weekend,16,0.0
Solar_C1_Industrial,Agliè,Feb,Weekend,17,0.0
Solar_C1_Industrial,Agliè,Feb,Weekend,18,0
Solar_C1_Industrial,Agliè,Feb,Weekend,19,0
Solar_C1_Industrial,Agliè,Feb,Weekend,20,0
Solar_C1_Industrial,Agliè,Feb,Weekend,21,0
Solar_C1_Industrial,Agliè,Feb,Weekend,22,0
Solar_C1_Industrial,Agliè,Feb,Weekend,23,0
Solar_C1_Industrial,Agliè,Feb,Weekend,24,0
Solar_C1_Industrial,Agliè,Mar,Weekday,1,0
Solar_C1_Industrial,Agliè,Mar,Weekday,2,0
Solar_C1_Industrial,Agliè,Mar,Weekday,3,0
Solar_C1_Industrial,Agliè,Mar,Weekday,4,0
Solar_C1_Industrial,Agliè,Mar,Weekday,5,0
Solar_C1_Industrial,Agliè,Mar,Weekday,6,0
Solar_C1_Industrial,Agliè,Mar,Weekday,7,0.0
Solar_C1_Industrial,Agliè,Mar,Weekday,8,0.0
Solar_C1_Industrial,Agliè,Mar,Weekday,9,0.0
Solar_C1_Industrial,Agliè,Mar,Weekday,10,0.0
Solar_C1_Industrial,Agliè,Mar,Weekday,11,0.0
Solar_C1_Industrial,Agliè,Mar,Weekday,12,0.0
Solar_C1_Industrial,Agliè,Mar,Weekday,13,0.0
Solar_C1_Industrial,Agliè,Mar,Weekday,14,0.0
Solar_C1_Industrial,Agliè,Mar,Weekday,15,0.0
Solar_C1_Industrial,Agliè,Mar,Weekday,16,0.0
Solar_C1_Industrial,Agliè,Mar,Weekday,17,0.0
Solar_C1_Industrial,Agliè,Mar,Weekday,18,0.0
Solar_C1_Industrial,Agliè,Mar,Weekday,19,0
Solar_C1_Industrial,Agliè,Mar,Weekday,20,0
Solar_C1_Industrial,Agliè,Mar,Weekday,21,0
Solar_C1_Industrial,Agliè,Mar,Weekday,22,0
Solar_C1_Industrial,Agliè,Mar,Weekday,23,0
Solar_C1_Industrial,Agliè,Mar,Weekday,24,0
Solar_C1_Industrial,Agliè,Mar,Weekend,1,0
Solar_C1_Industrial,Agliè,Mar,Weekend,2,0
Solar_C1_Industrial,Agliè,Mar,Weekend,3,0
Solar_C1_Industrial,Agliè,Mar,Weekend,4,0
Solar_C1_Industrial,Agliè,Mar,Weekend,5,0
Solar_C1_Industrial,Agliè,Mar,Weekend,6,0
Solar_C1_Industrial,Agliè,Mar,Weekend,7,0.0
Solar_C1_Industrial,Agliè,Mar,Weekend,8,0.0
Solar_C1_Industrial,Agliè,Mar,Weekend,9,0.0
Solar_C1_Industrial,Agliè,Mar,Weekend,10,0.0
Solar_C1_Industrial,Agliè,Mar,Weekend,11,0.0
Solar_C1_Industrial,Agliè,Mar,Weekend,12,0.0
Solar_C1_Industrial,Agliè,Mar,Weekend,13,0.0
Solar_C1_Industrial,Agliè,Mar,Weekend,14,0.0
Solar_C1_Industrial,Agliè,Mar,Weekend,15,0.0
Solar_C1_Industrial,Agliè,Mar,Weekend,16,0.0
Solar_C1_Industrial,Agliè,Mar,Weekend,17,0.0
Solar_C1_Industrial,Agliè,Mar,Weekend,18,0.0
Solar_C1_Industrial,Agliè,Mar,Weekend,19,0
Solar_C1_Industrial,Agliè,Mar,Weekend,20,0
Solar_C1_Industrial,Agliè,Mar,Weekend,21,0
Solar_C1_Industrial,Agliè,Mar,Weekend,22,0
Solar_C1_Industrial,Agliè,Mar,Weekend,23,0
Solar_C1_Industrial,Agliè,Mar,Weekend,24,0
Solar_C1_Industrial,Agliè,Apr,Weekday,1,0
Solar_C1_Industrial,Agliè,Apr,Weekday,2,0
Solar_C1_Industrial,Agliè,Apr,Weekday,3,0
Solar_C1_Industrial,Agliè,Apr,Weekday,4,0
Solar_C1_Industrial,Agliè,Apr,Weekday,5,0
Solar_C1_Industrial,Agliè,Apr,Weekday,6,0.0
Solar_C1_Industrial,Agliè,Apr,Weekday,7,0.0
Solar_C1_Industrial,Agliè,Apr,Weekday,8,0.0
Solar_C1_Industrial,Agliè,Apr,Weekday,9,0.0
Solar_C1_Industrial,Agliè,Apr,Weekday,10,0.0
Solar_C1_Industrial,Agliè,Apr,Weekday,11,0.0
Solar_C1_Industrial,Agliè,Apr,Weekday,12,0.0
Solar_C1_Industrial,Agliè,Apr,Weekday,13,0.0
Solar_C1_Industrial,Agliè,Apr,Weekday,14,0.0
Solar_C1_Industrial,Agliè,Apr,Weekday,15,0.0
Solar_C1_Industrial,Agliè,Apr,Weekday,16,0.0
Solar_C1_Industrial,Agliè,Apr,Weekday,17,0.0
Solar_C1_Industrial,Agliè,Apr,Weekday,18,0.0
Solar_C1_Industrial,Agliè,Apr,Weekday,19,0
Solar_C1_Industrial,Agliè,Apr,Weekday,20,0
Solar_C1_Industrial,Agliè,Apr,Weekday,21,0
Solar_C1_Industrial,Agliè,Apr,Weekday,22,0
Solar_C1_Industrial,Agliè,Apr,Weekday,23,0
Solar_C1_Industrial,Agliè,Apr,Weekday,24,0
Solar_C1_Industrial,Agliè,Apr,Weekend,1,0
Solar_C1_Industrial,Agliè,Apr,Weekend,2,0
Solar_C1_Industrial,Agliè,Apr,Weekend,3,0
Solar_C1_Industrial,Agliè,Apr,Weekend,4,0
Solar_C1_Industrial,Agliè,Apr,Weekend,5,0
Solar_C1_Industrial,Agliè,Apr,Weekend,6,0.0
Solar_C1_Industrial,Agliè,Apr,Weekend,7,0.0
Solar_C1_Industrial,Agliè,Apr,Weekend,8,0.0
Solar_C1_Industrial,Agliè,Apr,Weekend,9,0.0
Solar_C1_Industrial,Agliè,Apr,Weekend,10,0.0
Solar_C1_Industrial,Agliè,Apr,Weekend,11,0.0
Solar_C1_Industrial,Agliè,Apr,Weekend,12,0.0
Solar_C1_Industrial,Agliè,Apr,Weekend,13,0.0
Solar_C1_Industrial,Agliè,Apr,Weekend,14,0.0
Solar_C1_Industrial,Agliè,Apr,Weekend,15,0.0
Solar_C1_Industrial,Agliè,Apr,Weekend,16,0.0
Solar_C1_Industrial,Agliè,Apr,Weekend,17,0.0
Solar_C1_Industrial,Agliè,Apr,Weekend,18,0.0
Solar_C1_Industrial,Agliè,Apr,Weekend,19,0
Solar_C1_Industrial,Agliè,Apr,Weekend,20,0
Solar_C1_Industrial,Agliè,Apr,Weekend,21,0
Solar_C1_Industrial,Agliè,Apr,Weekend,22,0
Solar_C1_Industrial,Agliè,Apr,Weekend,23,0
Solar_C1_Industrial,Agliè,Apr,Weekend,24,0
Solar_C1_Industrial,Agliè,May,Weekday,1,0
Solar_C1_Industrial,Agliè,May,Weekday,2,0
Solar_C1_Industrial,Agliè,May,Weekday,3,0
Solar_C1_Industrial,Agliè,May,Weekday,4,0
Solar_C1_Industrial,Agliè,May,Weekday,5,0
Solar_C1_Industrial,Agliè,May,Weekday,6,0.0
Solar_C1_Industrial,Agliè,May,Weekday,7,0.0
Solar_C1_Industrial,Agliè,May,Weekday,8,0.0
Solar_C1_Industrial,Agliè,May,Weekday,9,0.0
Solar_C1_Industrial,Agliè,May,Weekday,10,0.0
Solar_C1_Industrial,Agliè,May,Weekday,11,0.0
Solar_C1_Industrial,Agliè,May,Weekday,12,0.0
Solar_C1_Industrial,Agliè,May,Weekday,13,0.0
Solar_C1_Industrial,Agliè,May,Weekday,14,0.0
Solar_C1_Industrial,Agliè,May,Weekday,15,0.0
