Energy_Source,Municipality,Month,Day_Type,Hour,Value
Solar_C2_Total,Torino,Jul,Weekday,12,2406070.274060589
Solar_C2_Total,Torino,Jul,Weekday,13,2382392.046680492
Solar_C2_Total,Torino,Jul,Weekday,14,2220879.4628771506
Solar_C2_Total,Torino,Jul,Weekday,15,1912394.2551540679
Solar_C2_Total,Torino,Jul,Weekday,16,1543801.7314727432
Solar_C2_Total,Torino,Jul,Weekday,17,1079145.7740547971
Solar_C2_Total,Torino,Jul,Weekday,18,664065.480338205
Solar_C2_Total,Torino,Jul,Weekday,19,293425.5176116553
Solar_C2_Total,Torino,Jul,Weekday,20,0
Solar_C2_Total,Torino,Jul,Weekday,21,0
Solar_C2_Total,Torino,Jul,Weekday,22,0
Solar_C2_Total,Torino,Jul,Weekday,23,0
Solar_C2_Total,Torino,Jul,Weekday,24,0
Solar_C2_Total,Torino,Jul,Weekend,1,0
Solar_C2_Total,Torino,Jul,Weekend,2,0
Solar_C2_Total,Torino,Jul,Weekend,3,0
Solar_C2_Total,Torino,Jul,Weekend,4,0
Solar_C2_Total,Torino,Jul,Weekend,5,1168.4946919289991
Solar_C2_Total,Torino,Jul,Weekend,6,285338.77140095446
Solar_C2_Total,Torino,Jul,Weekend,7,636873.2104900039
Solar_C2_Total,Torino,Jul,Weekend,8,1013593.188185641
Solar_C2_Total,Torino,Jul,Weekend,9,1539487.238865311
Solar_C2_Total,Torino,Jul,Weekend,10,1944863.206399915
Solar_C2_Total,Torino,Jul,Weekend,11,2237281.1725129467
Solar_C2_Total,Torino,Jul,Weekend,12,2406070.274060589
Solar_C2_Total,Torino,Jul,Weekend,13,2382392.046680492
Solar_C2_Total,Torino,Jul,Weekend,14,2220879.4628771506
Solar_C2_Total,Torino,Jul,Weekend,15,1912394.2551540679
Solar_C2_Total,Torino,Jul,Weekend,16,1543801.7314727432
Solar_C2_Total,Torino,Jul,Weekend,17,1079145.7740547971
Solar_C2_Total,Torino,Jul,Weekend,18,664065.480338205
Solar_C2_Total,Torino,Jul,Weekend,19,293425.5176116553
Solar_C2_Total,Torino,Jul,Weekend,20,0
Solar_C2_Total,Torino,Jul,Weekend,21,0
Solar_C2_Total,Torino,Jul,Weekend,22,0
Solar_C2_Total,Torino,Jul,Weekend,23,0
Solar_C2_Total,Torino,Jul,Weekend,24,0
Solar_C2_Total,Torino,Aug,Weekday,1,0
Solar_C2_Total,Torino,Aug,Weekday,2,0
Solar_C2_Total,Torino,Aug,Weekday,3,0
Solar_C2_Total,Torino,Aug,Weekday,4,0
Solar_C2_Total,Torino,Aug,Weekday,5,0
Solar_C2_Total,Torino,Aug,Weekday,6,192847.71342279023
Solar_C2_Total,Torino,Aug,Weekday,7,544335.439881849
Solar_C2_Total,Torino,Aug,Weekday,8,831576.4539988
Solar_C2_Total,Torino,Aug,Weekday,9,1325122.312592575
Solar_C2_Total,Torino,Aug,Weekday,10,1726714.198779058
Solar_C2_Total,Torino,Aug,Weekday,11,1995040.418227757
Solar_C2_Total,Torino,Aug,Weekday,12,2121451.649385547
Solar_C2_Total,Torino,Aug,Weekday,13,2039408.2291814447
Solar_C2_Total,Torino,Aug,Weekday,14,1792393.311724029
Solar_C2_Total,Torino,Aug,Weekday,15,1682039.895493633
Solar_C2_Total,Torino,Aug,Weekday,16,1294590.975148438
Solar_C2_Total,Torino,Aug,Weekday,17,859774.09980716
Solar_C2_Total,Torino,Aug,Weekday,18,512806.582472881
Solar_C2_Total,Torino,Aug,Weekday,19,133872.95636730109
Solar_C2_Total,Torino,Aug,Weekday,20,0
Solar_C2_Total,Torino,Aug,Weekday,21,0
Solar_C2_Total,Torino,Aug,Weekday,22,0
Solar_C2_Total,Torino,Aug,Weekday,23,0
Solar_C2_Total,Torino,Aug,Weekday,24,0
Solar_C2_Total,Torino,Aug,Weekend,1,0
Solar_C2_Total,Torino,Aug,Weekend,2,0
Solar_C2_Total,Torino,Aug,Weekend,3,0
Solar_C2_Total,Torino,Aug,Weekend,4,0
Solar_C2_Total,Torino,Aug,Weekend,5,0
Solar_C2_Total,Torino,Aug,Weekend,6,192847.71342279023
Solar_C2_Total,Torino,Aug,Weekend,7,544335.439881849
Solar_C2_Total,Torino,Aug,Weekend,8,831576.4539988
Solar_C2_Total,Torino,Aug,Weekend,9,1325122.312592575
Solar_C2_Total,Torino,Aug,Weekend,10,1726714.198779058
Solar_C2_Total,Torino,Aug,Weekend,11,1995040.418227757
Solar_C2_Total,Torino,Aug,Weekend,12,2121451.649385547
Solar_C2_Total,Torino,Aug,Weekend,13,2039408.2291814447
Solar_C2_Total,Torino,Aug,Weekend,14,1792393.311724029
Solar_C2_Total,Torino,Aug,Weekend,15,1682039.895493633
Solar_C2_Total,Torino,Aug,Weekend,16,1294590.975148438
Solar_C2_Total,Torino,Aug,Weekend,17,859774.09980716
Solar_C2_Total,Torino,Aug,Weekend,18,512806.582472881
Solar_C2_Total,Torino,Aug,Weekend,19,133872.95636730109
Solar_C2_Total,Torino,Aug,Weekend,20,0
Solar_C2_Total,Torino,Aug,Weekend,21,0
Solar_C2_Total,Torino,Aug,Weekend,22,0
Solar_C2_Total,Torino,Aug,Weekend,23,0
Solar_C2_Total,Torino,Aug,Weekend,24,0
Solar_C2_Total,Torino,Sep,Weekday,1,0
Solar_C2_Total,Torino,Sep,Weekday,2,0
Solar_C2_Total,Torino,Sep,Weekday,3,0
Solar_C2_Total,Torino,Sep,Weekday,4,0
Solar_C2_Total,Torino,Sep,Weekday,5,0
Solar_C2_Total,Torino,Sep,Weekday,6,0.0
Solar_C2_Total,Torino,Sep,Weekday,7,239688.6947707227
Solar_C2_Total,Torino,Sep,Weekday,8,554984.031333091
Solar_C2_Total,Torino,Sep,Weekday,9,872445.785832146
Solar_C2_Total,Torino,Sep,Weekday,10,1109053.174068252
Solar_C2_Total,Torino,Sep,Weekday,11,1328727.224890464
Solar_C2_Total,Torino,Sep,Weekday,12,1546995.816326491
Solar_C2_Total,Torino,Sep,Weekday,13,1528650.0471428311
Solar_C2_Total,Torino,Sep,Weekday,14,1408424.193049
Solar_C2_Total,Torino,Sep,Weekday,15,1133657.193725297
Solar_C2_Total,Torino,Sep,Weekday,16,817195.835766908
Solar_C2_Total,Torino,Sep,Weekday,17,477953.89644565096
Solar_C2_Total,Torino,Sep,Weekday,18,100049.01139454
Solar_C2_Total,Torino,Sep,Weekday,19,0
Solar_C2_Total,Torino,Sep,Weekday,20,0
Solar_C2_Total,Torino,Sep,Weekday,21,0
Solar_C2_Total,Torino,Sep,Weekday,22,0
Solar_C2_Total,Torino,Sep,Weekday,23,0
Solar_C2_Total,Torino,Sep,Weekday,24,0
Solar_C2_Total,Torino,Sep,Weekend,1,0
Solar_C2_Total,Torino,Sep,Weekend,2,0
Solar_C2_Total,Torino,Sep,Weekend,3,0
Solar_C2_Total,Torino,Sep,Weekend,4,0
Solar_C2_Total,Torino,Sep,Weekend,5,0
Solar_C2_Total,Torino,Sep,Weekend,6,0.0
Solar_C2_Total,Torino,Sep,Weekend,7,239688.6947707227
Solar_C2_Total,Torino,Sep,Weekend,8,554984.031333091
Solar_C2_Total,Torino,Sep,Weekend,9,872445.785832146
Solar_C2_Total,Torino,Sep,Weekend,10,1109053.174068252
Solar_C2_Total,Torino,Sep,Weekend,11,1328727.224890464
Solar_C2_Total,Torino,Sep,Weekend,12,1546995.816326491
Solar_C2_Total,Torino,Sep,Weekend,13,1528650.0471428311
Solar_C2_Total,Torino,Sep,Weekend,14,1408424.193049
Solar_C2_Total,Torino,Sep,Weekend,15,1133657.193725297
Solar_C2_Total,Torino,Sep,Weekend,16,817195.835766908
Solar_C2_Total,Torino,Sep,Weekend,17,477953.89644565096
Solar_C2_Total,Torino,Sep,Weekend,18,100049.01139454
Solar_C2_Total,Torino,Sep,Weekend,19,0
Solar_C2_Total,Torino,Sep,Weekend,20,0
Solar_C2_Total,Torino,Sep,Weekend,21,0
Solar_C2_Total,Torino,Sep,Weekend,22,0
Solar_C2_Total,Torino,Sep,Weekend,23,0
Solar_C2_Total,Torino,Sep,Weekend,24,0
Solar_C2_Total,Torino,Oct,Weekday,1,0
Solar_C2_Total,Torino,Oct,Weekday,2,0
Solar_C2_Total,Torino,Oct,Weekday,3,0
Solar_C2_Total,Torino,Oct,Weekday,4,0
Solar_C2_Total,Torino,Oct,Weekday,5,0
Solar_C2_Total,Torino,Oct,Weekday,6,0
Solar_C2_Total,Torino,Oct,Weekday,7,10965.958466777989
Solar_C2_Total,Torino,Oct,Weekday,8,243972.4533397285
Solar_C2_Total,Torino,Oct,Weekday,9,362116.4643230903
Solar_C2_Total,Torino,Oct,Weekday,10,558188.980592726
Solar_C2_Total,Torino,Oct,Weekday,11,645863.519433856
Solar_C2_Total,Torino,Oct,Weekday,12,771979.038486243
Solar_C2_Total,Torino,Oct,Weekday,13,742611.8136918959
Solar_C2_Total,Torino,Oct,Weekday,14,637198.334912188
Solar_C2_Total,Torino,Oct,Weekday,15,494523.58788728
Solar_C2_Total,Torino,Oct,Weekday,16,295290.2103275702
Solar_C2_Total,Torino,Oct,Weekday,17,39215.99191727701
Solar_C2_Total,Torino,Oct,Weekday,18,0
Solar_C2_Total,Torino,Oct,Weekday,19,0
Solar_C2_Total,Torino,Oct,Weekday,20,0
Solar_C2_Total,Torino,Oct,Weekday,21,0
Solar_C2_Total,Torino,Oct,Weekday,22,0
Solar_C2_Total,Torino,Oct,Weekday,23,0
Solar_C2_Total,Torino,Oct,Weekday,24,0
Solar_C2_Total,Torino,Oct,Weekend,1,0
Solar_C2_Total,Torino,Oct,Weekend,2,0
Solar_C2_Total,Torino,Oct,Weekend,3,0
Solar_C2_Total,Torino,Oct,Weekend,4,0
Solar_C2_Total,Torino,Oct,Weekend,5,0
Solar_C2_Total,Torino,Oct,Weekend,6,0
Solar_C2_Total,Torino,Oct,Weekend,7,10965.958466777989
Solar_C2_Total,Torino,Oct,Weekend,8,243972.4533397285
Solar_C2_Total,Torino,Oct,Weekend,9,362116.4643230903
Solar_C2_Total,Torino,Oct,Weekend,10,558188.980592726
Solar_C2_Total,Torino,Oct,Weekend,11,645863.519433856
Solar_C2_Total,Torino,Oct,Weekend,12,771979.038486243
Solar_C2_Total,Torino,Oct,Weekend,13,742611.8136918959
Solar_C2_Total,Torino,Oct,Weekend,14,637198.334912188
Solar_C2_Total,Torino,Oct,Weekend,15,494523.58788728
Solar_C2_Total,Torino,Oct,Weekend,16,295290.2103275702
Solar_C2_Total,Torino,Oct,Weekend,17,39215.99191727701
Solar_C2_Total,Torino,Oct,Weekend,18,0
Solar_C2_Total,Torino,Oct,Weekend,19,0
Solar_C2_Total,Torino,Oct,Weekend,20,0
Solar_C2_Total,Torino,Oct,Weekend,21,0
Solar_C2_Total,Torino,Oct,Weekend,22,0
Solar_C2_Total,Torino,Oct,Weekend,23,0
Solar_C2_Total,Torino,Oct,Weekend,24,0
Solar_C2_Total,Torino,Nov,Weekday,1,0
Solar_C2_Total,Torino,Nov,Weekday,2,0
Solar_C2_Total,Torino,Nov,Weekday,3,0
Solar_C2_Total,Torino,Nov,Weekday,4,0
Solar_C2_Total,Torino,Nov,Weekday,5,0
Solar_C2_Total,Torino,Nov,Weekday,6,0
Solar_C2_Total,Torino,Nov,Weekday,7,0.0
Solar_C2_Total,Torino,Nov,Weekday,8,40243.900967283094
Solar_C2_Total,Torino,Nov,Weekday,9,83665.6751312521
Solar_C2_Total,Torino,Nov,Weekday,10,103695.6342984169
Solar_C2_Total,Torino,Nov,Weekday,11,137929.677020676
Solar_C2_Total,Torino,Nov,Weekday,12,152277.7818694039
Solar_C2_Total,Torino,Nov,Weekday,13,139977.29535244498
Solar_C2_Total,Torino,Nov,Weekday,14,123604.9343074099
Solar_C2_Total,Torino,Nov,Weekday,15,87081.81268710109
Solar_C2_Total,Torino,Nov,Weekday,16,44713.92825602994
Solar_C2_Total,Torino,Nov,Weekday,17,0
Solar_C2_Total,Torino,Nov,Weekday,18,0
Solar_C2_Total,Torino,Nov,Weekday,19,0
Solar_C2_Total,Torino,Nov,Weekday,20,0
Solar_C2_Total,Torino,Nov,Weekday,21,0
Solar_C2_Total,Torino,Nov,Weekday,22,0
Solar_C2_Total,Torino,Nov,Weekday,23,0
Solar_C2_Total,Torino,Nov,Weekday,24,0
Solar_C2_Total,Torino,Nov,Weekend,1,0
Solar_C2_Total,Torino,Nov,Weekend,2,0
Solar_C2_Total,Torino,Nov,Weekend,3,0
Solar_C2_Total,Torino,Nov,Weekend,4,0
Solar_C2_Total,Torino,Nov,Weekend,5,0
Solar_C2_Total,Torino,Nov,Weekend,6,0
Solar_C2_Total,Torino,Nov,Weekend,7,0.0
Solar_C2_Total,Torino,Nov,Weekend,8,40243.900967283094
Solar_C2_Total,Torino,Nov,Weekend,9,83665.6751312521
Solar_C2_Total,Torino,Nov,Weekend,10,103695.6342984169
Solar_C2_Total,Torino,Nov,Weekend,11,137929.677020676
Solar_C2_Total,Torino,Nov,Weekend,12,152277.7818694039
Solar_C2_Total,Torino,Nov,Weekend,13,139977.29535244498
Solar_C2_Total,Torino,Nov,Weekend,14,123604.9343074099
Solar_C2_Total,Torino,Nov,Weekend,15,87081.81268710109
Solar_C2_Total,Torino,Nov,Weekend,16,44713.92825602994
Solar_C2_Total,Torino,Nov,Weekend,17,0
Solar_C2_Total,Torino,Nov,Weekend,18,0
Solar_C2_Total,Torino,Nov,Weekend,19,0
Solar_C2_Total,Torino,Nov,Weekend,20,0
Solar_C2_Total,Torino,Nov,Weekend,21,0
Solar_C2_Total,Torino,Nov,Weekend,22,0
Solar_C2_Total,Torino,Nov,Weekend,23,0
Solar_C2_Total,Torino,Nov,Weekend,24,0
Solar_C2_Total,Torino,Dec,Weekday,1,0
Solar_C2_Total,Torino,Dec,Weekday,2,0
Solar_C2_Total,Torino,Dec,Weekday,3,0
Solar_C2_Total,Torino,Dec,Weekday,4,0
Solar_C2_Total,Torino,Dec,Weekday,5,0
Solar_C2_Total,Torino,Dec,Weekday,6,0
Solar_C2_Total,Torino,Dec,Weekday,7,0
Solar_C2_Total,Torino,Dec,Weekday,8,0.0
Solar_C2_Total,Torino,Dec,Weekday,9,2651.988549635002
Solar_C2_Total,Torino,Dec,Weekday,10,3978.612796732998
Solar_C2_Total,Torino,Dec,Weekday,11,5914.477407063
Solar_C2_Total,Torino,Dec,Weekday,12,7651.899117403
Solar_C2_Total,Torino,Dec,Weekday,13,6795.719766464001
Solar_C2_Total,Torino,Dec,Weekday,14,6289.254242233001
Solar_C2_Total,Torino,Dec,Weekday,15,4704.639579566
Solar_C2_Total,Torino,Dec,Weekday,16,1669.6239321909989
Solar_C2_Total,Torino,Dec,Weekday,17,0
Solar_C2_Total,Torino,Dec,Weekday,18,0
Solar_C2_Total,Torino,Dec,Weekday,19,0
Solar_C2_Total,Torino,Dec,Weekday,20,0
Solar_C2_Total,Torino,Dec,Weekday,21,0
Solar_C2_Total,Torino,Dec,Weekday,22,0
Solar_C2_Total,Torino,Dec,Weekday,23,0
Solar_C2_Total,Torino,Dec,Weekday,24,0
Solar_C2_Total,Torino,Dec,Weekend,1,0
Solar_C2_Total,Torino,Dec,Weekend,2,0
Solar_C2_Total,Torino,Dec,Weekend,3,0
Solar_C2_Total,Torino,Dec,Weekend,4,0
Solar_C2_Total,Torino,Dec,Weekend,5,0
Solar_C2_Total,Torino,Dec,Weekend,6,0
Solar_C2_Total,Torino,Dec,Weekend,7,0
Solar_C2_Total,Torino,Dec,Weekend,8,0.0
Solar_C2_Total,Torino,Dec,Weekend,9,2651.988549635002
Solar_C2_Total,Torino,Dec,Weekend,10,3978.612796732998
Solar_C2_Total,Torino,Dec,Weekend,11,5914.477407063
Solar_C2_Total,Torino,Dec,Weekend,12,7651.899117403
Solar_C2_Total,Torino,Dec,Weekend,13,6795.719766464001
Solar_C2_Total,Torino,Dec,Weekend,14,6289.254242233001
Solar_C2_Total,Torino,Dec,Weekend,15,4704.639579566
Solar_C2_Total,Torino,Dec,Weekend,16,1669.6239321909989
Solar_C2_Total,Torino,Dec,Weekend,17,0
Solar_C2_Total,Torino,Dec,Weekend,18,0
Solar_C2_Total,Torino,Dec,Weekend,19,0
Solar_C2_Total,Torino,Dec,Weekend,20,0
Solar_C2_Total,Torino,Dec,Weekend,21,0
Solar_C2_Total,Torino,Dec,Weekend,22,0
Solar_C2_Total,Torino,Dec,Weekend,23,0
Solar_C2_Total,Torino,Dec,Weekend,24,0
Solar_C2_Residential,Agliè,Jan,Weekday,1,0
Solar_C2_Residential,Agliè,Jan,Weekday,2,0
Solar_C2_Residential,Agliè,Jan,Weekday,3,0
Solar_C2_Residential,Agliè,Jan,Weekday,4,0
Solar_C2_Residential,Agliè,Jan,Weekday,5,0
Solar_C2_Residential,Agliè,Jan,Weekday,6,0
Solar_C2_Residential,Agliè,Jan,Weekday,7,0
Solar_C2_Residential,Agliè,Jan,Weekday,8,0.0
Solar_C2_Residential,Agliè,Jan,Weekday,9,49.112987284
Solar_C2_Residential,Agliè,Jan,Weekday,10,76.494632353
Solar_C2_Residential,Agliè,Jan,Weekday,11,97.179440735
Solar_C2_Residential,Agliè,Jan,Weekday,12,124.669660653
Solar_C2_Residential,Agliè,Jan,Weekday,13,149.484626228
Solar_C2_Residential,Agliè,Jan,Weekday,14,138.668761072
Solar_C2_Residential,Agliè,Jan,Weekday,15,109.668657495
Solar_C2_Residential,Agliè,Jan,Weekday,16,69.742295171
Solar_C2_Residential,Agliè,Jan,Weekday,17,0
Solar_C2_Residential,Agliè,Jan,Weekday,18,0
Solar_C2_Residential,Agliè,Jan,Weekday,19,0
Solar_C2_Residential,Agliè,Jan,Weekday,20,0
Solar_C2_Residential,Agliè,Jan,Weekday,21,0
Solar_C2_Residential,Agliè,Jan,Weekday,22,0
Solar_C2_Residential,Agliè,Jan,Weekday,23,0
Solar_C2_Residential,Agliè,Jan,Weekday,24,0
Solar_C2_Residential,Agliè,Jan,Weekend,1,0
Solar_C2_Residential,Agliè,Jan,Weekend,2,0
Solar_C2_Residential,Agliè,Jan,Weekend,3,0
Solar_C2_Residential,Agliè,Jan,Weekend,4,0
Solar_C2_Residential,Agliè,Jan,Weekend,5,0
Solar_C2_Residential,Agliè,Jan,Weekend,6,0
Solar_C2_Residential,Agliè,Jan,Weekend,7,0
Solar_C2_Residential,Agliè,Jan,Weekend,8,0.0
Solar_C2_Residential,Agliè,Jan,Weekend,9,49.112987284
Solar_C2_Residential,Agliè,Jan,Weekend,10,76.494632353
Solar_C2_Residential,Agliè,Jan,Weekend,11,97.179440735
Solar_C2_Residential,Agliè,Jan,Weekend,12,124.669660653
Solar_C2_Residential,Agliè,Jan,Weekend,13,149.484626228
Solar_C2_Residential,Agliè,Jan,Weekend,14,138.668761072
Solar_C2_Residential,Agliè,Jan,Weekend,15,109.668657495
Solar_C2_Residential,Agliè,Jan,Weekend,16,69.742295171
Solar_C2_Residential,Agliè,Jan,Weekend,17,0
Solar_C2_Residential,Agliè,Jan,Weekend,18,0
Solar_C2_Residential,Agliè,Jan,Weekend,19,0
Solar_C2_Residential,Agliè,Jan,Weekend,20,0
Solar_C2_Residential,Agliè,Jan,Weekend,21,0
Solar_C2_Residential,Agliè,Jan,Weekend,22,0
Solar_C2_Residential,Agliè,Jan,Weekend,23,0
Solar_C2_Residential,Agliè,Jan,Weekend,24,0
Solar_C2_Residential,Agliè,Feb,Weekday,1,0
Solar_C2_Residential,Agliè,Feb,Weekday,2,0
Solar_C2_Residential,Agliè,Feb,Weekday,3,0
Solar_C2_Residential,Agliè,Feb,Weekday,4,0
Solar_C2_Residential,Agliè,Feb,Weekday,5,0
Solar_C2_Residential,Agliè,Feb,Weekday,6,0
Solar_C2_Residential,Agliè,Feb,Weekday,7,0
Solar_C2_Residential,Agliè,Feb,Weekday,8,40.85871576
Solar_C2_Residential,Agliè,Feb,Weekday,9,121.97506874
Solar_C2_Residential,Agliè,Feb,Weekday,10,184.321130053
Solar_C2_Residential,Agliè,Feb,Weekday,11,239.203735869
Solar_C2_Residential,Agliè,Feb,Weekday,12,272.02997137
Solar_C2_Residential,Agliè,Feb,Weekday,13,275.536203918
Solar_C2_Residential,Agliè,Feb,Weekday,14,248.472692663
Solar_C2_Residential,Agliè,Feb,Weekday,15,160.731913574
Solar_C2_Residential,Agliè,Feb,Weekday,16,115.836040732
Solar_C2_Residential,Agliè,Feb,Weekday,17,51.155276761
Solar_C2_Residential,Agliè,Feb,Weekday,18,0
Solar_C2_Residential,Agliè,Feb,Weekday,19,0
Solar_C2_Residential,Agliè,Feb,Weekday,20,0
Solar_C2_Residential,Agliè,Feb,Weekday,21,0
Solar_C2_Residential,Agliè,Feb,Weekday,22,0
Solar_C2_Residential,Agliè,Feb,Weekday,23,0
Solar_C2_Residential,Agliè,Feb,Weekday,24,0
Solar_C2_Residential,Agliè,Feb,Weekend,1,0
Solar_C2_Residential,Agliè,Feb,Weekend,2,0
Solar_C2_Residential,Agliè,Feb,Weekend,3,0
Solar_C2_Residential,Agliè,Feb,Weekend,4,0
Solar_C2_Residential,Agliè,Feb,Weekend,5,0
Solar_C2_Residential,Agliè,Feb,Weekend,6,0
Solar_C2_Residential,Agliè,Feb,Weekend,7,0
Solar_C2_Residential,Agliè,Feb,Weekend,8,40.85871576
Solar_C2_Residential,Agliè,Feb,Weekend,9,121.97506874
Solar_C2_Residential,Agliè,Feb,Weekend,10,184.321130053
Solar_C2_Residential,Agliè,Feb,Weekend,11,239.203735869
Solar_C2_Residential,Agliè,Feb,Weekend,12,272.02997137
Solar_C2_Residential,Agliè,Feb,Weekend,13,275.536203918
Solar_C2_Residential,Agliè,Feb,Weekend,14,248.472692663
Solar_C2_Residential,Agliè,Feb,Weekend,15,160.731913574
Solar_C2_Residential,Agliè,Feb,Weekend,16,115.836040732
Solar_C2_Residential,Agliè,Feb,Weekend,17,51.155276761
Solar_C2_Residential,Agliè,Feb,Weekend,18,0
Solar_C2_Residential,Agliè,Feb,Weekend,19,0
Solar_C2_Residential,Agliè,Feb,Weekend,20,0
Solar_C2_Residential,Agliè,Feb,Weekend,21,0
Solar_C2_Residential,Agliè,Feb,Weekend,22,0
Solar_C2_Residential,Agliè,Feb,Weekend,23,0
Solar_C2_Residential,Agliè,Feb,Weekend,24,0
Solar_C2_Residential,Agliè,Mar,Weekday,1,0
Solar_C2_Residential,Agliè,Mar,Weekday,2,0
Solar_C2_Residential,Agliè,Mar,Weekday,3,0
Solar_C2_Residential,Agliè,Mar,Weekday,4,0
Solar_C2_Residential,Agliè,Mar,Weekday,5,0
Solar_C2_Residential,Agliè,Mar,Weekday,6,0
Solar_C2_Residential,Agliè,Mar,Weekday,7,13.131547482
Solar_C2_Residential,Agliè,Mar,Weekday,8,209.111819384
Solar_C2_Residential,Agliè,Mar,Weekday,9,399.487663539
Solar_C2_Residential,Agliè,Mar,Weekday,10,542.505709415
Solar_C2_Residential,Agliè,Mar,Weekday,11,676.049454001
Solar_C2_Residential,Agliè,Mar,Weekday,12,770.592203683
Solar_C2_Residential,Agliè,Mar,Weekday,13,758.258449529
Solar_C2_Residential,Agliè,Mar,Weekday,14,726.956833728
Solar_C2_Residential,Agliè,Mar,Weekday,15,583.235513702
Solar_C2_Residential,Agliè,Mar,Weekday,16,407.303161449
Solar_C2_Residential,Agliè,Mar,Weekday,17,249.438394699
Solar_C2_Residential,Agliè,Mar,Weekday,18,3.79939279
Solar_C2_Residential,Agliè,Mar,Weekday,19,0
Solar_C2_Residential,Agliè,Mar,Weekday,20,0
Solar_C2_Residential,Agliè,Mar,Weekday,21,0
Solar_C2_Residential,Agliè,Mar,Weekday,22,0
Solar_C2_Residential,Agliè,Mar,Weekday,23,0
Solar_C2_Residential,Agliè,Mar,Weekday,24,0
Solar_C2_Residential,Agliè,Mar,Weekend,1,0
Solar_C2_Residential,Agliè,Mar,Weekend,2,0
Solar_C2_Residential,Agliè,Mar,Weekend,3,0
Solar_C2_Residential,Agliè,Mar,Weekend,4,0
Solar_C2_Residential,Agliè,Mar,Weekend,5,0
Solar_C2_Residential,Agliè,Mar,Weekend,6,0
Solar_C2_Residential,Agliè,Mar,Weekend,7,13.131547482
Solar_C2_Residential,Agliè,Mar,Weekend,8,209.111819384
Solar_C2_Residential,Agliè,Mar,Weekend,9,399.487663539
Solar_C2_Residential,Agliè,Mar,Weekend,10,542.505709415
Solar_C2_Residential,Agliè,Mar,Weekend,11,676.049454001
Solar_C2_Residential,Agliè,Mar,Weekend,12,770.592203683
Solar_C2_Residential,Agliè,Mar,Weekend,13,758.258449529
Solar_C2_Residential,Agliè,Mar,Weekend,14,726.956833728
Solar_C2_Residential,Agliè,Mar,Weekend,15,583.235513702
Solar_C2_Residential,Agliè,Mar,Weekend,16,407.303161449
Solar_C2_Residential,Agliè,Mar,Weekend,17,249.438394699
Solar_C2_Residential,Agliè,Mar,Weekend,18,3.79939279
Solar_C2_Residential,Agliè,Mar,Weekend,19,0
Solar_C2_Residential,Agliè,Mar,Weekend,20,0
Solar_C2_Residential,Agliè,Mar,Weekend,21,0
Solar_C2_Residential,Agliè,Mar,Weekend,22,0
Solar_C2_Residential,Agliè,Mar,Weekend,23,0
Solar_C2_Residential,Agliè,Mar,Weekend,24,0
Solar_C2_Residential,Agliè,Apr,Weekday,1,0
Solar_C2_Residential,Agliè,Apr,Weekday,2,0
Solar_C2_Residential,Agliè,Apr,Weekday,3,0
Solar_C2_Residential,Agliè,Apr,Weekday,4,0
Solar_C2_Residential,Agliè,Apr,Weekday,5,0
Solar_C2_Residential,Agliè,Apr,Weekday,6,4.681065151
Solar_C2_Residential,Agliè,Apr,Weekday,7,283.0416643
Solar_C2_Residential,Agliè,Apr,Weekday,8,545.157452787
Solar_C2_Residential,Agliè,Apr,Weekday,9,617.800211474
Solar_C2_Residential,Agliè,Apr,Weekday,10,787.419547435
Solar_C2_Residential,Agliè,Apr,Weekday,11,1150.076743214
Solar_C2_Residential,Agliè,Apr,Weekday,12,1207.2727816190002
Solar_C2_Residential,Agliè,Apr,Weekday,13,1325.001294047
Solar_C2_Residential,Agliè,Apr,Weekday,14,1236.534904594
Solar_C2_Residential,Agliè,Apr,Weekday,15,826.4700291249999
Solar_C2_Residential,Agliè,Apr,Weekday,16,655.756442577
Solar_C2_Residential,Agliè,Apr,Weekday,17,518.764659809
Solar_C2_Residential,Agliè,Apr,Weekday,18,190.915047779
Solar_C2_Residential,Agliè,Apr,Weekday,19,0
Solar_C2_Residential,Agliè,Apr,Weekday,20,0
Solar_C2_Residential,Agliè,Apr,Weekday,21,0
Solar_C2_Residential,Agliè,Apr,Weekday,22,0
Solar_C2_Residential,Agliè,Apr,Weekday,23,0
Solar_C2_Residential,Agliè,Apr,Weekday,24,0
Solar_C2_Residential,Agliè,Apr,Weekend,1,0
Solar_C2_Residential,Agliè,Apr,Weekend,2,0
Solar_C2_Residential,Agliè,Apr,Weekend,3,0
Solar_C2_Residential,Agliè,Apr,Weekend,4,0
Solar_C2_Residential,Agliè,Apr,Weekend,5,0
Solar_C2_Residential,Agliè,Apr,Weekend,6,4.681065151
Solar_C2_Residential,Agliè,Apr,Weekend,7,283.0416643
Solar_C2_Residential,Agliè,Apr,Weekend,8,545.157452787
Solar_C2_Residential,Agliè,Apr,Weekend,9,617.800211474
Solar_C2_Residential,Agliè,Apr,Weekend,10,787.419547435
Solar_C2_Residential,Agliè,Apr,Weekend,11,1150.076743214
Solar_C2_Residential,Agliè,Apr,Weekend,12,1207.2727816190002
Solar_C2_Residential,Agliè,Apr,Weekend,13,1325.001294047
Solar_C2_Residential,Agliè,Apr,Weekend,14,1236.534904594
Solar_C2_Residential,Agliè,Apr,Weekend,15,826.4700291249999
Solar_C2_Residential,Agliè,Apr,Weekend,16,655.756442577
